Date,State,tot_cases,new_cases
2020-05-28,NC,"25,582","4,596"
2020-06-04,NC,"32,122","6,540"
2020-06-11,NC,"39,697","7,575"
2020-06-18,NC,"48,413","8,716"
2020-06-25,NC,"57,535","9,122"
2020-07-02,NC,"68,417","10,882"
2020-07-09,NC,"79,676","11,259"
2020-07-16,NC,"93,694","14,018"
2020-07-23,NC,"107,213","13,519"
2020-07-30,NC,"120,831","13,618"
2020-08-06,NC,"132,196","11,365"
2020-08-13,NC,"142,398","10,202"
2020-08-20,NC,"152,479","10,081"
2020-08-27,NC,"164,014","11,535"
2020-09-03,NC,"174,988","10,974"
2020-09-10,NC,"183,479","8,491"
2020-09-17,NC,"192,906","9,427"
2020-09-24,NC,"202,192","9,286"
2020-10-01,NC,"212,628","10,436"
2020-10-08,NC,"224,897","12,269"
2020-10-15,NC,"238,559","13,662"
2020-10-22,NC,"252,972","14,413"
2020-10-29,NC,"268,765","15,793"
2020-11-05,NC,"284,934","16,169"
2020-11-12,NC,"303,166","18,232"
2020-11-19,NC,"327,101","23,935"
2020-11-26,NC,"352,968","25,867"
2020-12-03,NC,"381,213","28,245"
2020-12-10,NC,"422,209","40,996"
2020-12-17,NC,"464,314","42,105"
2020-12-24,NC,"508,122","43,808"
2020-12-31,NC,"547,822","39,700"
2021-01-07,NC,"604,078","56,256"
2021-01-14,NC,"659,822","55,744"
2021-01-21,NC,"705,683","45,861"
2021-01-28,NC,"744,761","39,078"
2021-02-04,NC,"783,567","38,806"
2021-02-11,NC,"809,807","26,240"
2021-02-18,NC,"830,411","20,604"
2021-02-25,NC,"847,814","17,403"
2021-03-04,NC,"861,388","13,574"
2021-03-11,NC,"872,573","11,185"
2021-03-18,NC,"883,859","11,286"
2021-03-25,NC,"895,342","11,483"
2021-04-01,NC,"907,327","11,985"
2021-04-08,NC,"918,205","10,878"
2021-04-15,NC,"931,930","13,725"
2021-04-22,NC,"944,941","13,011"
2021-04-29,NC,"957,286","12,345"
2021-05-06,NC,"967,954","10,668"
2021-05-13,NC,"976,311","8,357"
2021-05-20,NC,"982,872","6,561"
2021-05-27,NC,"988,460","5,588"
2021-06-03,NC,"992,066","3,606"
2021-06-10,NC,"995,173","3,107"
2021-06-17,NC,"997,911","2,738"
2021-06-24,NC,"1,000,586","2,675"
2021-07-01,NC,"1,003,395","2,809"
2021-07-08,NC,"1,006,930","3,535"
2021-07-15,NC,"1,012,691","5,761"
2021-07-22,NC,"1,021,924","9,233"
2021-07-29,NC,"1,039,124","17,200"
2021-08-05,NC,"1,063,887","24,763"
2021-08-12,NC,"1,096,991","33,104"
2021-08-19,NC,"1,135,417","38,426"
2021-08-26,NC,"1,180,874","45,457"
2021-09-02,NC,"1,230,956","50,082"
2021-09-09,NC,"1,276,165","45,209"
2021-09-16,NC,"1,324,684","48,519"
2021-09-23,NC,"1,363,738","39,054"
2021-09-30,NC,"1,394,982","31,244"
2021-10-07,NC,"1,419,543","24,561"
2021-10-14,NC,"1,440,158","20,615"
2021-10-21,NC,"1,455,859","15,701"
2021-10-28,NC,"1,468,881","13,022"
2021-11-04,NC,"1,480,271","11,390"
2021-11-11,NC,"1,491,774","11,503"
2021-11-18,NC,"1,504,586","12,812"
2021-11-25,NC,"1,518,363","13,777"
2021-12-02,NC,"1,533,836","15,473"
2021-12-09,NC,"1,555,558","21,722"
2021-12-16,NC,"1,578,198","22,640"
2021-12-23,NC,"1,608,657","30,459"
2021-12-30,NC,"1,674,220","65,563"
2022-01-06,NC,"1,812,736","138,516"
2022-01-13,NC,"2,015,403","202,667"
2022-01-20,NC,"2,228,669","213,266"
2022-01-27,NC,"2,401,014","172,345"
2022-02-03,NC,"2,498,968","97,954"
2022-02-10,NC,"2,554,977","56,009"
2022-02-17,NC,"2,586,915","31,938"
2022-02-24,NC,"2,605,450","18,535"
2022-03-03,NC,"2,616,375","10,925"
2022-03-10,NC,"2,622,492","6,117"
2022-03-17,NC,"2,626,575","4,083"
2022-03-24,NC,"2,630,124","3,549"
2022-03-31,NC,"2,634,008","3,884"
2022-04-07,NC,"2,637,775","3,767"
2022-04-14,NC,"2,644,133","6,358"
2022-04-21,NC,"2,652,706","8,573"
2022-04-28,NC,"2,664,524","11,818"
2022-05-05,NC,"2,679,625","15,101"
2022-05-12,NC,"2,699,666","20,041"
2022-05-19,NC,"2,726,197","26,531"
2022-05-26,NC,"2,754,991","28,794"
2022-06-02,NC,"2,780,493","25,502"
2022-06-09,NC,"2,807,274","26,781"
2022-06-16,NC,"2,830,528","23,254"
2022-06-23,NC,"2,851,087","20,559"
2022-06-30,NC,"2,867,219","16,132"
2022-07-07,NC,"2,892,681","25,462"
2022-07-14,NC,"2,919,068","26,387"
2022-07-21,NC,"2,949,199","30,131"
2022-07-28,NC,"2,983,131","33,932"
2022-08-04,NC,"3,016,396","33,265"
2022-08-11,NC,"3,047,626","31,230"
2022-08-18,NC,"3,074,965","27,339"
2022-08-25,NC,"3,098,924","23,959"
2022-09-01,NC,"3,120,822","21,898"
2022-09-08,NC,"3,141,303","20,481"
2022-09-15,NC,"3,162,492","21,189"
2022-09-22,NC,"3,182,776","20,284"
2022-09-29,NC,"3,198,867","16,091"
2022-10-06,NC,"3,210,837","11,970"
2022-10-13,NC,"3,220,859","10,022"
2022-10-20,NC,"3,231,473","10,614"
2022-10-27,NC,"3,237,440","5,967"
2022-11-03,NC,"3,246,175","8,735"
2022-11-10,NC,"3,255,540","9,365"
2022-11-17,NC,"3,262,335","6,795"
2020-01-23,ND,0,0
2020-01-30,ND,0,0
2020-02-06,ND,0,0
2020-02-13,ND,0,0
2020-02-20,ND,0,0
2020-02-27,ND,0,0
2020-03-05,ND,0,0
2020-03-12,ND,0,0
2020-03-19,ND,6,6
2020-03-26,ND,45,39
2020-04-02,ND,141,96
2020-04-09,ND,251,110
2020-04-16,ND,365,114
2020-04-23,ND,679,314
2020-04-30,ND,"1,033",354
2020-05-07,ND,"1,323",290
2020-05-14,ND,"1,647",324
2020-05-21,ND,"2,078",431
2020-05-28,ND,"2,438",360
2020-06-04,ND,"2,679",241
2020-06-11,ND,"2,941",262
2020-06-18,ND,"3,166",225
2020-06-25,ND,"3,361",195
2020-07-02,ND,"3,615",254
2020-07-09,ND,"3,971",356
2020-07-16,ND,"4,565",594
2020-07-23,ND,"5,365",800
2020-07-30,ND,"6,226",861
2020-08-06,ND,"7,058",832
2020-08-13,ND,"7,972",914
2020-08-20,ND,"8,967",995
2020-08-27,ND,"10,462","1,495"
2020-09-03,ND,"12,270","1,808"
2020-09-10,ND,"14,125","1,855"
2020-09-17,ND,"16,338","2,213"
2020-09-24,ND,"18,981","2,643"
2020-10-01,ND,"21,847","2,866"
2020-10-08,ND,"24,858","3,011"
2020-10-15,ND,"28,950","4,092"
2020-10-22,ND,"34,165","5,215"
2020-10-29,ND,"39,910","5,745"
2020-11-05,ND,"48,301","8,391"
2020-11-12,ND,"57,376","9,075"
2020-11-19,ND,"67,231","9,855"
2020-11-26,ND,"75,480","8,249"
2020-12-03,ND,"80,138","4,658"
2020-12-10,ND,"86,149","6,011"
2020-12-17,ND,"88,687","2,538"
2020-12-24,ND,"90,704","2,017"
2020-12-31,ND,"92,492","1,788"
2021-01-07,ND,"93,826","1,334"
2021-01-14,ND,"95,131","1,305"
2021-01-21,ND,"96,215","1,084"
2021-01-28,ND,"97,147",932
2021-02-04,ND,"97,903",756
2021-02-11,ND,"98,238",335
2021-02-18,ND,"98,901",663
2021-02-25,ND,"99,527",626
2021-03-04,ND,"100,071",544
2021-03-11,ND,"100,617",546
2021-03-18,ND,"101,283",666
2021-03-25,ND,"101,997",714
2021-04-01,ND,"103,093","1,096"
2021-04-08,ND,"104,168","1,075"
2021-04-15,ND,"105,214","1,046"
2021-04-22,ND,"106,219","1,005"
2021-04-29,ND,"107,153",934
2021-05-06,ND,"108,080",927
2021-05-13,ND,"108,759",679
2021-05-20,ND,"109,362",603
2021-05-27,ND,"109,778",416
2021-06-03,ND,"110,042",264
2021-06-10,ND,"110,296",254
2021-06-17,ND,"110,487",191
2021-06-24,ND,"110,606",119
2021-07-01,ND,"110,703",97
2021-07-08,ND,"110,775",72
2021-07-15,ND,"110,926",151
2021-07-22,ND,"111,091",165
2021-07-29,ND,"111,409",318
2021-08-05,ND,"111,932",523
2021-08-12,ND,"112,743",811
2021-08-19,ND,"113,923","1,180"
2021-08-26,ND,"115,666","1,743"
2021-09-02,ND,"117,955","2,289"
2021-09-09,ND,"120,602","2,647"
2021-09-16,ND,"124,046","3,444"
2021-09-23,ND,"127,283","3,237"
2021-09-30,ND,"131,400","4,117"
2021-10-07,ND,"135,732","4,332"
2021-10-14,ND,"139,563","3,831"
2021-10-21,ND,"142,987","3,424"
2021-10-28,ND,"146,387","3,400"
2021-11-04,ND,"149,857","3,470"
2021-11-11,ND,"153,425","3,568"
2021-11-18,ND,"156,740","3,315"
2021-11-25,ND,"159,844","3,104"
2021-12-02,ND,"162,978","3,134"
2021-12-09,ND,"165,844","2,866"
2021-12-16,ND,"168,249","2,405"
2021-12-23,ND,"170,373","2,124"
2021-12-30,ND,"172,607","2,234"
2022-01-06,ND,"177,811","5,204"
2022-01-13,ND,"187,528","9,717"
2022-01-20,ND,"202,334","14,806"
2022-01-27,ND,"216,810","14,476"
2022-02-03,ND,"226,742","9,932"
2022-02-10,ND,"232,724","5,982"
2022-02-17,ND,"235,863","3,139"
2022-02-24,ND,"237,302","1,439"
2022-03-03,ND,"238,317","1,015"
2022-03-10,ND,"238,884",567
2022-03-17,ND,"239,292",408
2022-03-24,ND,"239,437",145
2022-03-31,ND,"239,667",230
2022-04-07,ND,"239,857",190
2022-04-14,ND,"240,104",247
2022-04-21,ND,"240,377",273
2022-04-28,ND,"240,710",333
2022-05-05,ND,"241,124",414
2022-05-12,ND,"241,735",611
2022-05-19,ND,"242,458",723
2022-05-26,ND,"243,340",882
2022-06-02,ND,"244,275",935
2022-06-09,ND,"245,474","1,199"
2022-06-16,ND,"246,543","1,069"
2022-06-23,ND,"247,796","1,253"
2022-06-30,ND,"248,961","1,165"
2022-07-07,ND,"250,319","1,358"
2022-07-14,ND,"251,876","1,557"
2022-07-21,ND,"253,676","1,800"
2022-07-28,ND,"255,475","1,799"
2022-08-04,ND,"257,331","1,856"
2022-08-11,ND,"259,269","1,938"
2022-08-18,ND,"261,045","1,776"
2022-08-25,ND,"262,554","1,509"
2022-09-01,ND,"263,918","1,364"
2022-09-08,ND,"265,306","1,388"
2022-09-15,ND,"266,273",967
2022-09-22,ND,"267,287","1,014"
2022-09-29,ND,"268,307","1,020"
2022-10-06,ND,"269,306",999
2022-10-13,ND,"270,288",982
2022-10-20,ND,"271,085",797
2022-10-27,ND,"271,912",827
2022-11-03,ND,"272,812",900
2022-11-10,ND,"273,779",967
2022-11-17,ND,"274,701",922
2020-01-23,NE,0,0
2020-01-30,NE,0,0
2020-02-06,NE,0,0
2020-02-13,NE,0,0
2020-02-20,NE,0,0
2020-02-27,NE,0,0
2020-03-05,NE,2,2
2020-03-12,NE,6,4
2020-03-19,NE,29,23
2020-03-26,NE,74,45
2020-04-02,NE,213,139
2020-04-09,NE,509,296
2020-04-16,NE,904,395
2020-04-23,NE,"1,707",803
2020-04-30,NE,"3,796","2,089"
2020-05-07,NE,"6,545","2,749"
2020-05-14,NE,"8,757","2,212"
2020-05-21,NE,"10,743","1,986"
2020-05-28,NE,"12,515","1,772"
2020-06-04,NE,"14,388","1,873"
2020-06-11,NE,"15,487","1,099"
2020-06-18,NE,"16,694","1,207"
2020-06-25,NE,"17,599",905
2020-07-02,NE,"18,694","1,095"
2020-07-09,NE,"19,797","1,103"
2020-07-16,NE,"21,251","1,454"
2020-07-23,NE,"22,777","1,526"
2020-07-30,NE,"24,655","1,878"
2020-08-06,NE,"26,657","2,002"
2020-08-13,NE,"28,384","1,727"
2020-08-20,NE,"30,150","1,766"
2020-08-27,NE,"31,743","1,593"
2020-09-03,NE,"33,953","2,210"
2020-09-10,NE,"35,728","1,775"
2020-09-17,NE,"38,174","2,446"
2020-09-24,NE,"40,926","2,752"
2020-10-01,NE,"44,036","3,110"
2020-10-08,NE,"47,752","3,716"
2020-10-15,NE,"52,792","5,040"
2020-10-22,NE,"58,643","5,851"
2020-10-29,NE,"65,226","6,583"
2020-11-05,NE,"74,828","9,602"
2020-11-12,NE,"88,767","13,939"
2020-11-19,NE,"104,081","15,314"
2020-11-26,NE,"117,895","13,814"
2020-12-03,NE,"128,907","11,012"
2020-12-10,NE,"140,248","11,341"
2020-12-17,NE,"148,818","8,570"
2020-12-24,NE,"156,706","7,888"
2020-12-31,NE,"162,644","5,938"
2021-01-07,NE,"169,998","7,354"
2021-01-14,NE,"176,662","6,664"
2021-01-21,NE,"182,252","5,590"
2021-01-28,NE,"186,481","4,229"
2021-02-04,NE,"190,416","3,935"
2021-02-11,NE,"193,128","2,712"
2021-02-18,NE,"195,187","2,059"
2021-02-25,NE,"197,529","2,342"
2021-03-04,NE,"199,587","2,058"
2021-03-11,NE,"201,693","2,106"
2021-03-18,NE,"203,604","1,911"
2021-03-25,NE,"205,468","1,864"
2021-04-01,NE,"207,929","2,461"
2021-04-08,NE,"210,303","2,374"
2021-04-15,NE,"212,566","2,263"
2021-04-22,NE,"214,966","2,400"
2021-04-29,NE,"216,609","1,643"
2021-05-06,NE,"217,950","1,341"
2021-05-13,NE,"218,986","1,036"
2021-05-20,NE,"219,534",548
2021-05-27,NE,"219,994",460
2021-06-03,NE,"220,325",331
2021-06-10,NE,"220,555",230
2021-06-17,NE,"220,767",212
2021-06-24,NE,"220,978",211
2021-07-01,NE,"221,315",337
2021-07-08,NE,"221,831",516
2021-07-15,NE,"222,433",602
2021-07-22,NE,"223,299",866
2021-07-29,NE,"224,716","1,417"
2021-08-05,NE,"226,818","2,102"
2021-08-12,NE,"229,405","2,587"
2021-08-19,NE,"232,740","3,335"
2021-08-26,NE,"237,045","4,305"
2021-09-02,NE,"242,340","5,295"
2021-09-09,NE,"247,309","4,969"
2021-09-16,NE,"252,895","5,586"
2021-09-23,NE,"257,799","4,904"
2021-09-30,NE,"262,459","4,660"
2021-10-07,NE,"266,729","4,270"
2021-10-14,NE,"270,999","4,270"
2021-10-21,NE,"275,007","4,008"
2021-10-28,NE,"279,491","4,484"
2021-11-04,NE,"284,616","5,125"
2021-11-11,NE,"290,862","6,246"
2021-11-18,NE,"297,027","6,165"
2021-11-25,NE,"303,596","6,569"
2021-12-02,NE,"309,554","5,958"
2021-12-09,NE,"317,012","7,458"
2021-12-16,NE,"323,003","5,991"
2021-12-23,NE,"328,574","5,571"
2021-12-30,NE,"336,062","7,488"
2022-01-06,NE,"352,197","16,135"
2022-01-13,NE,"379,942","27,745"
2022-01-20,NE,"412,515","32,573"
2022-01-27,NE,"439,853","27,338"
2022-02-03,NE,"453,472","13,619"
2022-02-10,NE,"460,037","6,565"
2022-02-17,NE,"463,530","3,493"
2022-02-24,NE,"465,651","2,121"
2022-03-03,NE,"466,878","1,227"
2022-03-10,NE,"467,804",926
2022-03-17,NE,"468,386",582
2022-03-24,NE,"468,857",471
2022-03-31,NE,"469,275",418
2022-04-07,NE,"469,699",424
2022-04-14,NE,"470,215",516
2022-04-21,NE,"470,787",572
2022-04-28,NE,"471,572",785
2022-05-05,NE,"472,544",972
2022-05-12,NE,"474,001","1,457"
2022-05-19,NE,"475,747","1,746"
2022-05-26,NE,"477,709","1,962"
2022-06-02,NE,"480,027","2,318"
2022-06-09,NE,"482,799","2,772"
2022-06-16,NE,"485,378","2,579"
2022-06-23,NE,"488,279","2,901"
2022-06-30,NE,"491,781","3,502"
2022-07-07,NE,"495,089","3,308"
2022-07-14,NE,"499,151","4,062"
2022-07-21,NE,"503,049","3,898"
2022-07-28,NE,"506,962","3,913"
2022-08-04,NE,"510,623","3,661"
2022-08-11,NE,"513,708","3,085"
2022-08-18,NE,"516,423","2,715"
2022-08-25,NE,"519,181","2,758"
2022-09-01,NE,"522,179","2,998"
2022-09-08,NE,"524,443","2,264"
2022-09-15,NE,"526,278","1,835"
2022-09-22,NE,"527,803","1,525"
2022-09-29,NE,"528,960","1,157"
2022-10-06,NE,"530,053","1,093"
2022-10-13,NE,"531,103","1,050"
2022-10-20,NE,"532,228","1,125"
2022-10-27,NE,"533,603","1,375"
2022-11-03,NE,"535,367","1,764"
2022-11-10,NE,"537,113","1,746"
2022-11-17,NE,"539,125","2,012"
2020-01-23,NH,0,0
2020-01-30,NH,0,0
2020-02-06,NH,0,0
2020-02-13,NH,0,0
2020-02-20,NH,0,0
2020-02-27,NH,0,0
2020-03-05,NH,2,2
2020-03-12,NH,5,3
2020-03-19,NH,37,32
2020-03-26,NH,108,71
2020-04-02,NH,367,259
2020-04-09,NH,747,380
2020-04-16,NH,"1,139",392
2020-04-23,NH,"1,588",449
2020-04-30,NH,"2,058",470
2020-05-07,NH,"2,741",683
2020-05-14,NH,"3,299",558
2020-05-21,NH,"3,868",569
2020-05-28,NH,"4,286",418
2020-06-04,NH,"4,795",509
2020-06-11,NH,"5,178",383
2020-06-18,NH,"5,437",259
2020-06-25,NH,"5,598",161
2020-07-02,NH,"5,802",204
2020-07-09,NH,"5,952",150
2020-07-16,NH,"6,113",161
2020-07-23,NH,"6,295",182
2020-07-30,NH,"6,513",218
2020-08-06,NH,"6,719",206
2020-08-13,NH,"6,887",168
2020-08-20,NH,"7,036",149
2020-08-27,NH,"7,156",120
2020-09-03,NH,"7,309",153
2020-09-10,NH,"7,494",185
2020-09-17,NH,"7,781",287
2020-09-24,NH,"8,007",226
2020-10-01,NH,"8,267",260
2020-10-08,NH,"8,731",464
2020-10-15,NH,"9,349",618
2020-10-22,NH,"9,917",568
2020-10-29,NH,"10,641",724
2020-11-05,NH,"11,563",922
2020-11-12,NH,"13,152","1,589"
2020-11-19,NH,"15,766","2,614"
2020-11-26,NH,"18,846","3,080"
2020-12-03,NH,"22,368","3,522"
2020-12-10,NH,"27,592","5,224"
2020-12-17,NH,"33,433","5,841"
2020-12-24,NH,"38,512","5,079"
2020-12-31,NH,"43,242","4,730"
2021-01-07,NH,"48,838","5,596"
2021-01-14,NH,"54,125","5,287"
2021-01-21,NH,"59,437","5,312"
2021-01-28,NH,"63,563","4,126"
2021-02-04,NH,"66,721","3,158"
2021-02-11,NH,"69,247","2,526"
2021-02-18,NH,"71,965","2,718"
2021-02-25,NH,"74,258","2,293"
2021-03-04,NH,"75,990","1,732"
2021-03-11,NH,"77,465","1,475"
2021-03-18,NH,"79,367","1,902"
2021-03-25,NH,"81,521","2,154"
2021-04-01,NH,"84,176","2,655"
2021-04-08,NH,"86,935","2,759"
2021-04-15,NH,"89,983","3,048"
2021-04-22,NH,"92,395","2,412"
2021-04-29,NH,"94,405","2,010"
2021-05-06,NH,"95,881","1,476"
2021-05-13,NH,"97,093","1,212"
2021-05-20,NH,"97,978",885
2021-05-27,NH,"98,470",492
2021-06-03,NH,"98,791",321
2021-06-10,NH,"98,996",205
2021-06-17,NH,"99,196",200
2021-06-24,NH,"99,366",170
2021-07-01,NH,"99,505",139
2021-07-08,NH,"99,651",146
2021-07-15,NH,"99,841",190
2021-07-22,NH,"100,072",231
2021-07-29,NH,"100,465",393
2021-08-05,NH,"101,277",812
2021-08-12,NH,"102,353","1,076"
2021-08-19,NH,"103,989","1,636"
2021-08-26,NH,"105,883","1,894"
2021-09-02,NH,"108,021","2,138"
2021-09-09,NH,"110,256","2,235"
2021-09-16,NH,"113,291","3,035"
2021-09-23,NH,"115,957","2,666"
2021-09-30,NH,"119,720","3,763"
2021-10-07,NH,"122,934","3,214"
2021-10-14,NH,"126,773","3,839"
2021-10-21,NH,"130,615","3,842"
2021-10-28,NH,"132,441","1,826"
2021-11-04,NH,"137,778","5,337"
2021-11-11,NH,"142,469","4,691"
2021-11-18,NH,"148,718","6,249"
2021-11-25,NH,"155,711","6,993"
2021-12-02,NH,"162,583","6,872"
2021-12-09,NH,"171,538","8,955"
2021-12-16,NH,"180,238","8,700"
2021-12-23,NH,"188,644","8,406"
2021-12-30,NH,"196,656","8,012"
2022-01-06,NH,"208,073","11,417"
2022-01-13,NH,"229,373","21,300"
2022-01-20,NH,"251,441","22,068"
2022-01-27,NH,"267,800","16,359"
2022-02-03,NH,"278,691","10,891"
2022-02-10,NH,"285,863","7,172"
2022-02-17,NH,"291,540","5,677"
2022-02-24,NH,"295,701","4,161"
2022-03-03,NH,"298,808","3,107"
2022-03-10,NH,"299,873","1,065"
2022-03-17,NH,"300,693",820
2022-03-24,NH,"301,534",841
2022-03-31,NH,"302,383",849
2022-04-07,NH,"302,541",158
2022-04-14,NH,"304,793","2,252"
2022-04-21,NH,"306,724","1,931"
2022-04-28,NH,"309,193","2,469"
2022-05-05,NH,"312,161","2,968"
2022-05-12,NH,"315,447","3,286"
2022-05-19,NH,"319,901","4,454"
2022-05-26,NH,"323,326","3,425"
2022-06-02,NH,"325,833","2,507"
2022-06-09,NH,"327,814","1,981"
2022-06-16,NH,"329,230","1,416"
2022-06-23,NH,"330,482","1,252"
2022-06-30,NH,"331,883","1,401"
2022-07-07,NH,"333,251","1,368"
2022-07-14,NH,"334,845","1,594"
2022-07-21,NH,"336,189","1,344"
2022-07-28,NH,"337,834","1,645"
2022-08-04,NH,"339,186","1,352"
2022-08-11,NH,"340,668","1,482"
2022-08-18,NH,"342,042","1,374"
2022-08-25,NH,"343,190","1,148"
2022-09-01,NH,"344,386","1,196"
2022-09-08,NH,"345,448","1,062"
2022-09-15,NH,"346,632","1,184"
2022-09-22,NH,"348,367","1,735"
2022-09-29,NH,"349,851","1,484"
2022-10-06,NH,"351,444","1,593"
2022-10-13,NH,"352,875","1,431"
2022-10-20,NH,"354,928","2,053"
2022-10-27,NH,"356,348","1,420"
2022-11-03,NH,"357,575","1,227"
2022-11-10,NH,"358,819","1,244"
2022-11-17,NH,"359,666",847
2020-01-23,NJ,0,0
2020-01-30,NJ,0,0
2020-02-06,NJ,0,0
2020-02-13,NJ,0,0
2020-02-20,NJ,0,0
2020-02-27,NJ,0,0
2020-03-05,NJ,0,0
2020-03-12,NJ,23,23
2020-03-19,NJ,397,374
2020-03-26,NJ,"4,402","4,005"
2020-04-02,NJ,"22,255","17,853"
2020-04-09,NJ,"47,437","25,182"
2020-04-16,NJ,"71,030","23,593"
2020-04-23,NJ,"95,914","24,884"
2020-04-30,NJ,"116,365","20,451"
2020-05-07,NJ,"131,928","15,563"
2020-05-14,NJ,"141,677","9,749"
2020-05-21,NJ,"150,712","9,035"
2020-05-28,NJ,"156,909","6,197"
2020-06-04,NJ,"162,435","5,526"
2020-06-11,NJ,"165,536","3,101"
2020-06-18,NJ,"167,845","2,309"
2020-06-25,NJ,"170,068","2,223"
2020-07-02,NJ,"172,934","2,866"
2020-07-09,NJ,"175,227","2,293"
2020-07-16,NJ,"177,628","2,401"
2020-07-23,NJ,"179,497","1,869"
2020-07-30,NJ,"182,797","3,300"
2020-08-06,NJ,"185,810","3,013"
2020-08-13,NJ,"188,703","2,893"
2020-08-20,NJ,"191,483","2,780"
2020-08-27,NJ,"193,652","2,169"
2020-09-03,NJ,"196,225","2,573"
2020-09-10,NJ,"198,984","2,759"
2020-09-17,NJ,"202,133","3,149"
2020-09-24,NJ,"205,771","3,638"
2020-10-01,NJ,"210,663","4,892"
2020-10-08,NJ,"215,907","5,244"
2020-10-15,NJ,"223,083","7,176"
2020-10-22,NJ,"231,862","8,779"
2020-10-29,NJ,"243,995","12,133"
2020-11-05,NJ,"259,709","15,714"
2020-11-12,NJ,"282,233","22,524"
2020-11-19,NJ,"312,701","30,468"
2020-11-26,NJ,"345,398","32,697"
2020-12-03,NJ,"378,624","33,226"
2020-12-10,NJ,"418,861","40,237"
2020-12-17,NJ,"456,938","38,077"
2020-12-24,NJ,"491,341","34,403"
2020-12-31,NJ,"523,295","31,954"
2021-01-07,NJ,"560,057","36,762"
2021-01-14,NJ,"602,629","42,572"
2021-01-21,NJ,"641,140","38,511"
2021-01-28,NJ,"676,537","35,397"
2021-02-04,NJ,"705,807","29,270"
2021-02-11,NJ,"732,674","26,867"
2021-02-18,NJ,"755,174","22,500"
2021-02-25,NJ,"775,386","20,212"
2021-03-04,NJ,"799,476","24,090"
2021-03-11,NJ,"822,817","23,341"
2021-03-18,NJ,"848,727","25,910"
2021-03-25,NJ,"877,936","29,209"
2021-04-01,NJ,"908,816","30,880"
2021-04-08,NJ,"937,979","29,163"
2021-04-15,NJ,"963,484","25,505"
2021-04-22,NJ,"984,703","21,219"
2021-04-29,NJ,"993,123","8,420"
2021-05-06,NJ,"1,004,320","11,197"
2021-05-13,NJ,"1,008,984","4,664"
2021-05-20,NJ,"1,012,165","3,181"
2021-05-27,NJ,"1,014,971","2,806"
2021-06-03,NJ,"1,016,766","1,795"
2021-06-10,NJ,"1,018,487","1,721"
2021-06-17,NJ,"1,020,326","1,839"
2021-06-24,NJ,"1,021,822","1,496"
2021-07-01,NJ,"1,023,417","1,595"
2021-07-08,NJ,"1,024,748","1,331"
2021-07-15,NJ,"1,027,014","2,266"
2021-07-22,NJ,"1,030,580","3,566"
2021-07-29,NJ,"1,035,975","5,395"
2021-08-05,NJ,"1,043,702","7,727"
2021-08-12,NJ,"1,053,398","9,696"
2021-08-19,NJ,"1,065,736","12,338"
2021-08-26,NJ,"1,079,900","14,164"
2021-09-02,NJ,"1,094,249","14,349"
2021-09-09,NJ,"1,108,291","14,042"
2021-09-16,NJ,"1,123,364","15,073"
2021-09-23,NJ,"1,139,367","16,003"
2021-09-30,NJ,"1,152,243","12,876"
2021-10-07,NJ,"1,164,378","12,135"
2021-10-14,NJ,"1,175,889","11,511"
2021-10-21,NJ,"1,184,395","8,506"
2021-10-28,NJ,"1,193,201","8,806"
2021-11-04,NJ,"1,202,251","9,050"
2021-11-11,NJ,"1,211,423","9,172"
2021-11-18,NJ,"1,223,455","12,032"
2021-11-25,NJ,"1,238,359","14,904"
2021-12-02,NJ,"1,255,893","17,534"
2021-12-09,NJ,"1,283,925","28,032"
2021-12-16,NJ,"1,316,108","32,183"
2021-12-23,NJ,"1,373,212","57,104"
2021-12-30,NJ,"1,495,354","122,142"
2022-01-06,NJ,"1,711,738","216,384"
2022-01-13,NJ,"1,915,417","203,679"
2022-01-20,NJ,"2,025,616","110,199"
2022-01-27,NJ,"2,085,385","59,769"
2022-02-03,NJ,"2,119,298","33,913"
2022-02-10,NJ,"2,136,387","17,089"
2022-02-17,NJ,"2,150,351","13,964"
2022-02-24,NJ,"2,161,191","10,840"
2022-03-03,NJ,"2,170,061","8,870"
2022-03-10,NJ,"2,177,598","7,537"
2022-03-17,NJ,"2,184,240","6,642"
2022-03-24,NJ,"2,190,835","6,595"
2022-03-31,NJ,"2,198,339","7,504"
2022-04-07,NJ,"2,208,118","9,779"
2022-04-14,NJ,"2,221,058","12,940"
2022-04-21,NJ,"2,235,034","13,976"
2022-04-28,NJ,"2,252,044","17,010"
2022-05-05,NJ,"2,273,050","21,006"
2022-05-12,NJ,"2,300,407","27,357"
2022-05-19,NJ,"2,335,255","34,848"
2022-05-26,NJ,"2,370,508","35,253"
2022-06-02,NJ,"2,398,157","27,649"
2022-06-09,NJ,"2,424,606","26,449"
2022-06-16,NJ,"2,444,707","20,101"
2022-06-23,NJ,"2,464,207","19,500"
2022-06-30,NJ,"2,484,840","20,633"
2022-07-07,NJ,"2,505,692","20,852"
2022-07-14,NJ,"2,530,796","25,104"
2022-07-21,NJ,"2,556,303","25,507"
2022-07-28,NJ,"2,582,494","26,191"
2022-08-04,NJ,"2,606,229","23,735"
2022-08-11,NJ,"2,627,779","21,550"
2022-08-18,NJ,"2,645,729","17,950"
2022-08-25,NJ,"2,661,873","16,144"
2022-09-01,NJ,"2,676,932","15,059"
